id,title,release_year,country,duration,language,certification,gross,budget
4587,Whiplash,2014,USA,107,English,R,13092000,33e5
4588,Wicked Blood,2014,USA,92,English,Not Rated,NA,35e5
4589,Wild,2014,USA,115,English,R,37877959,15e6
4590,Winter's Tale,2014,USA,118,English,PG-13,22451,6e7
4591,Wish I Was Here,2014,USA,106,English,R,3588432,6e6
4592,Wolves,2014,France,91,English,R,NA,18e6
4593,X-Men: Days of Future Past,2014,USA,149,English,PG-13,233914986,2e8
4594,Z Storm,2014,Hong Kong,92,Cantonese,NA,NA,7e6
4595,#Horror,2015,USA,101,English,Not Rated,NA,15e5
4596,10 Days in a Madhouse,2015,USA,111,English,R,14616,12e6
4597,90 Minutes in Heaven,2015,USA,121,English,PG-13,4700361,5e6
4598,A Tale of Three Cities,2015,China,130,Chinese,NA,NA,12e6
4599,A Warrior's Tail,2015,Russia,85,Russian,NA,NA,3e7
4600,Abandoned,2015,New Zealand,86,English,NA,NA,NA
4601,Accidental Love,2015,USA,100,English,PG-13,NA,26e6
4602,Adulterers,2015,USA,91,English,NA,NA,75e4
4603,Aloha,2015,USA,105,English,PG-13,20991497,37e6
4604,Aloha,2015,USA,105,English,PG-13,20991497,37e6
4605,Alvin and the Chipmunks: The Road Chip,2015,USA,92,English,PG,85884815,9e7
4606,America Is Still the Place,2015,USA,90,English,NA,NA,NA
4607,American Hero,2015,USA,86,English,NA,NA,99e4
4608,Animal Kingdom: Let's go Ape,2015,France,101,French,NA,NA,NA
4609,Anomalisa,2015,USA,90,English,R,3442820,8e6
4610,Ant-Man,2015,USA,117,English,PG-13,180191634,13e7
4611,Antarctic Edge: 70° South,2015,USA,72,English,NA,4914,15e4
4612,Area 51,2015,USA,91,English,R,NA,5e6
4613,Avengers: Age of Ultron,2015,USA,141,English,PG-13,458991599,25e7
4614,AWOL-72,2015,USA,82,English,R,NA,3e6
4615,Baahubali: The Beginning,2015,India,159,Telugu,NA,6498000,18026148.0
4616,Bizarre,2015,France,98,English,Unrated,NA,5e5
4617,Black Mass,2015,USA,123,English,R,62563543,53e6
4618,Blackhat,2015,USA,133,English,R,7097125,7e7
4619,Bleeding Hearts,2015,USA,100,English,NA,NA,12e5
4620,Bridge of Spies,2015,USA,142,English,PG-13,72306065,4e7
4621,Broken Horses,2015,USA,101,English,R,NA,15e6
4622,Brooklyn,2015,UK,111,English,PG-13,38317535,11e6
4623,Brotherly Love,2015,USA,89,English,R,444044,19e5
4624,Burnt,2015,USA,101,English,R,13650738,2e7
4625,By the Sea,2015,USA,122,English,R,531009,1e7
4626,Captive,2015,USA,97,English,PG-13,2557668,2e6
4627,Censored Voices,2015,Israel,84,Hebrew,NA,34151,45e4
4628,Chain of Command,2015,USA,88,English,R,NA,5e6
4629,Chappie,2015,USA,120,English,R,31569268,49e6
4630,Checkmate,2015,USA,97,English,NA,NA,15e5
4631,Chiamatemi Francesco - Il Papa della gente,2015,Italy,98,Spanish,NA,NA,15e6
4632,Child 44,2015,Czech Republic,137,English,R,1206135,5e7
4633,Christmas Eve,2015,USA,95,English,PG,NA,NA
4634,Cinderella,2015,USA,105,English,PG,201148159,95e6
4635,Cinderella,2015,USA,105,English,PG,201148159,95e6
4636,Circle,2015,USA,87,English,Not Rated,NA,NA
4637,Close Range,2015,USA,80,English,NA,NA,3e6
4638,Concussion,2015,UK,123,English,PG-13,34531832,35e6
4639,Containment,2015,UK,77,English,NA,NA,NA
4640,Counting,2015,USA,111,English,NA,NA,5e4
4641,Courage,2015,USA,118,English,PG,2246000,2e7
4642,Creative Control,2015,USA,97,English,R,62480,1e6
4643,Creed,2015,USA,133,English,PG-13,109712885,35e6
4644,Criminal Activities,2015,USA,94,English,NA,NA,7e6
4645,Daddy's Home,2015,USA,96,English,PG-13,150315155,5e7
4646,Dancin' It's On,2015,USA,89,English,PG,NA,12e6
4647,Danny Collins,2015,USA,106,English,R,5348317,1e7
4648,Demonic,2015,USA,83,English,R,NA,3e6
4649,Departure,2015,UK,109,English,NA,NA,11e5
4650,Diamond Ruff,2015,USA,82,English,R,NA,5e5
4651,Do You Believe?,2015,USA,120,English,PG-13,12985267,23e5
4652,Dope,2015,USA,103,English,R,17474107,7e6
4653,Dragon Blade,2015,China,103,Mandarin,R,72413,65e6
4654,Dutch Kills,2015,USA,90,English,NA,NA,25e3
4655,Eden,2015,Spain,90,English,R,NA,NA
4656,Everest,2015,UK,121,English,PG-13,43247140,55e6
4657,Evolution,2015,France,81,French,NA,NA,NA
4658,Ex Machina,2015,UK,108,English,R,25440971,15e6
4659,Exeter,2015,USA,91,English,R,NA,NA
4660,Fantastic Four,2015,USA,100,English,PG-13,56114221,12e7
4661,Fantastic Four,2015,USA,100,English,PG-13,56114221,12e7
4662,Fear Clinic,2015,USA,95,English,R,NA,1e6
4663,Fifty Shades of Grey,2015,USA,129,English,R,166147885,4e7
4664,Focus,2015,USA,105,English,R,53846915,501e5
4665,Forsaken,2015,Canada,90,English,R,NA,11e6
4666,Forsaken,2015,Canada,90,English,R,NA,11e6
4667,Freeheld,2015,USA,103,English,PG-13,532988,7e6
4668,Furious 7,2015,USA,140,English,PG-13,350034110,19e7
4669,Get Hard,2015,USA,107,English,R,90353764,4e7
4670,Goddess of Love,2015,USA,93,English,NA,NA,NA
4671,Goosebumps,2015,USA,103,English,PG,80021740,58e6
4672,Goosebumps,2015,USA,103,English,PG,80021740,58e6
4673,Green Room,2015,USA,95,English,R,3219029,5e6
4674,Growing Up Smith,2015,USA,102,English,PG-13,NA,2e6
4675,Heist,2015,USA,93,English,R,NA,19e6
4676,Heist,2015,USA,93,English,R,NA,19e6
4677,Heroes of Dirt,2015,USA,98,English,PG-13,NA,NA
4678,Home,2015,USA,94,English,PG,177343675,135e6
4679,Home,2015,USA,94,English,PG,177343675,135e6
4680,Home,2015,USA,94,English,PG,177343675,135e6
4681,Hot Pursuit,2015,USA,87,English,PG-13,34507079,35e6
4682,Hot Tub Time Machine 2,2015,USA,99,English,R,12282677,14e6
4683,Hotel Transylvania 2,2015,USA,89,English,PG,169692572,8e7
4684,In the Heart of the Sea,2015,USA,122,English,PG-13,24985612,1e8
4685,Inside Out,2015,USA,95,English,PG,356454367,175e6
4686,Insidious: Chapter 3,2015,Canada,97,English,PG-13,52200504,1e7
4687,Insurgent,2015,USA,119,English,PG-13,129995817,11e7
4688,Into the Grizzly Maze,2015,USA,94,English,R,NA,1e7
4689,Ip Man 3,2015,Hong Kong,105,Cantonese,PG-13,2126511,36e6
4690,Joy,2015,USA,124,English,PG-13,56443482,6e7
4691,Julija in alfa Romeo,2015,Slovenia,83,Slovenian,NA,NA,5e5
4692,Jupiter Ascending,2015,USA,127,English,PG-13,47375327,176e6
4693,Jurassic World,2015,USA,124,English,PG-13,652177271,15e7
4694,Karachi se Lahore,2015,Pakistan,NA,Urdu,NA,NA,1e6
4695,Krampus,2015,USA,98,English,PG-13,42592530,15e6
4696,Legend,2015,UK,132,English,R,1865774,3e7
4697,Little Boy,2015,Mexico,106,English,PG-13,6420319,2e7
4698,Love the Coopers,2015,USA,107,English,PG-13,26284475,17e6
4699,Mad Max: Fury Road,2015,Australia,120,English,R,153629485,15e7
4700,Maggie,2015,USA,95,English,PG-13,131175,85e5
4701,Magic Mike XXL,2015,USA,115,English,R,66009973,148e5
4702,Max,2015,USA,111,English,PG,42652003,2e7
4703,"McFarland, USA",2015,USA,129,English,PG,44469602,17e6
4704,Me You and Five Bucks,2015,USA,93,English,NA,NA,15e5
4705,Mi America,2015,USA,125,English,R,3330,21e5
4706,Minions,2015,USA,91,English,PG,336029560,74e6
4707,Mission: Impossible - Rogue Nation,2015,China,131,English,PG-13,195000874,15e7
4708,Mortdecai,2015,UK,107,English,R,7605668,6e7
4709,Navy Seals vs. Zombies,2015,USA,97,English,NA,NA,NA
4710,No Escape,2015,USA,103,English,R,27285953,5e6
4711,Our Brand Is Crisis,2015,USA,107,English,R,6998324,28e6
4712,Pan,2015,USA,111,English,PG,34964818,15e7
4713,Pan,2015,USA,111,English,PG,34964818,15e7
4714,Pan,2015,USA,111,English,PG,34964818,15e7
4715,Paper Towns,2015,USA,109,English,PG-13,31990064,12e6
4716,Paul Blart: Mall Cop 2,2015,USA,94,English,PG,71038190,3e7
4717,Pitch Perfect 2,2015,USA,115,English,PG-13,183436380,29e6
4718,Pixels,2015,USA,106,English,PG-13,78747585,88e6
4719,Point Break,2015,USA,114,English,PG-13,28772222,105e6
4720,Point Break,2015,USA,114,English,PG-13,28772222,105e6
4721,Pound of Flesh,2015,Canada,104,English,R,NA,75e5
4722,Project Almanac,2015,USA,106,English,PG-13,22331028,12e6
4723,Queen Crab,2015,USA,80,English,NA,NA,75e3
4724,R.L. Stine's Monsterville: The Cabinet of Souls,2015,USA,85,English,PG,NA,44e5
4725,Re-Kill,2015,USA,88,English,R,NA,95e5
4726,Regression,2015,Spain,106,English,R,54734,NA
4727,Road Hard,2015,USA,98,English,NA,105943,15e5
4728,Romantic Schemer,2015,USA,NA,English,PG-13,NA,125e3
4729,Room,2015,Ireland,118,English,R,14677654,13e6
4730,Rotor DR1,2015,USA,98,English,NA,NA,35e4
4731,Run All Night,2015,USA,114,English,R,26442251,5e7
4732,Running Forever,2015,USA,88,English,NA,NA,5e6
4733,San Andreas,2015,USA,114,English,PG-13,155181732,11e7
4734,Sardaar Ji,2015,Canada,141,Panjabi,NA,NA,3e6
4735,Secret in Their Eyes,2015,USA,111,English,PG-13,NA,195e5
4736,Self/less,2015,USA,117,English,PG-13,12276810,26e6
4737,Shark Lake,2015,USA,92,English,Not Rated,NA,2e6
4738,Sharkskin,2015,USA,100,English,NA,NA,21e5
4739,Shooting the Warwicks,2015,USA,95,English,NA,NA,25e4
4740,Sicario,2015,USA,121,English,R,46875468,3e7
4741,Sinister 2,2015,USA,97,English,R,27736779,1e7
4742,Slow West,2015,UK,84,English,R,229094,NA
4743,Southpaw,2015,USA,124,English,R,52418902,3e7
4744,Spectre,2015,UK,148,English,PG-13,200074175,245e6
4745,Spotlight,2015,USA,128,English,R,44988180,2e7
4746,Star Wars: Episode VII - The Force Awakens,2015,USA,136,English,PG-13,936627416,245e6
4747,Steve Jobs,2015,UK,122,English,R,17750583,3e7
4748,Stonewall,2015,USA,129,English,R,186354,135e5
4749,Straight Outta Compton,2015,USA,167,English,R,161029270,28e6
4750,Strangerland,2015,Australia,112,English,R,NA,1e7
4751,Stung,2015,Germany,87,English,Not Rated,NA,25e5
4752,Subconscious,2015,USA,122,English,R,NA,NA
4753,Survivor,2015,USA,96,English,PG-13,NA,2e7
4754,Ted 2,2015,USA,125,English,R,81257500,68e6
4755,Teeth and Blood,2015,USA,96,English,NA,NA,3e5
4756,Terminator Genisys,2015,USA,126,English,PG-13,89732035,155e6
4757,The 33,2015,Chile,127,English,PG-13,12188642,26e6
4758,The Age of Adaline,2015,USA,112,English,PG-13,42478175,25e6
4759,The Assassin,2015,Taiwan,105,Mandarin,Not Rated,613556,15e6
4760,The Big Short,2015,USA,130,English,R,70235322,28e6
4761,The Boy Next Door,2015,USA,91,English,R,35385560,4e6
4762,The Curse of Downers Grove,2015,USA,89,English,NA,NA,2e6
4763,The Diary of a Teenage Girl,2015,USA,102,English,R,1477002,2e6
4764,The DUFF,2015,USA,101,English,PG-13,34017854,85e5
4765,The Gallows,2015,USA,81,English,R,22757819,1e5
4766,The Gift,2015,USA,108,English,R,43771291,5e6
4767,The Gift,2015,USA,108,English,R,43771291,5e6
4768,The Good Dinosaur,2015,USA,93,English,PG,123070338,NA
4769,The Gunman,2015,USA,115,English,R,10640645,4e7
4770,The Hateful Eight,2015,USA,187,English,R,54116191,44e6
4771,The Horror Network Vol. 1,2015,USA,97,English,NA,NA,3e6
4772,The Hunger Games: Mockingjay - Part 2,2015,USA,137,English,PG-13,281666058,16e7
4773,The Intern,2015,USA,121,English,PG-13,75274748,35e6
4774,The Last Witch Hunter,2015,USA,106,English,PG-13,27356090,9e7
4775,The Lazarus Effect,2015,USA,83,English,PG-13,25799043,33e5
4776,The Little Prince,2015,France,108,English,PG,1339152,812e5
4777,The Longest Ride,2015,USA,128,English,PG-13,37432299,34e6
4778,The Looking Glass,2015,USA,110,English,NA,1711,NA
4779,The Lovers,2015,Belgium,109,English,R,NA,NA
4780,The Lovers,2015,Belgium,109,English,R,NA,NA
4781,The Man from U.N.C.L.E.,2015,USA,116,English,PG-13,45434443,75e6
4782,The Marine 4: Moving Target,2015,USA,90,English,R,NA,195e4
4783,The Martian,2015,USA,151,English,PG-13,228430993,108e6
4784,The Peanuts Movie,2015,USA,88,English,G,130174897,99e6
4785,The Revenant,2015,USA,156,English,R,183635922,135e6
4786,The Rise of the Krays,2015,UK,110,English,R,NA,25e5
4787,The Scorch Trials,2015,USA,132,English,PG-13,81687587,61e6
4788,The Second Best Exotic Marigold Hotel,2015,UK,122,English,PG,33071558,1e7
4789,The Second Mother,2015,Brazil,112,Portuguese,R,375723,4e6
4790,The SpongeBob Movie: Sponge Out of Water,2015,USA,92,English,PG,162495848,74e6
4791,The Timber,2015,USA,81,English,NA,NA,21e5
4792,The Transporter Refueled,2015,France,96,English,PG-13,16027866,25e6
4793,The Vatican Tapes,2015,USA,91,English,PG-13,1712111,8495e3
4794,The Visit,2015,USA,94,English,PG-13,65069140,5e6
4795,The Walk,2015,USA,123,English,PG,10137502,35e6
4796,The Walking Deceased,2015,USA,88,English,R,NA,125e4
4797,The Wicked Within,2015,USA,84,English,R,NA,12e5
4798,The Witch,2015,USA,92,English,R,25138292,35e5
4799,The World Is Mine,2015,Romania,104,Romanian,NA,NA,168e3
4800,They Will Have to Kill Us First,2015,UK,105,French,NA,NA,4e5
4801,Time to Choose,2015,USA,100,English,NA,29233,35e5
4802,"To Be Frank, Sinatra at 100",2015,UK,81,English,NA,NA,2e6
4803,Tomorrowland,2015,USA,130,English,PG,93417865,19e7
4804,Top Cat Begins,2015,Mexico,89,Spanish,PG,NA,8e6
4805,Trainwreck,2015,Japan,129,English,R,110008260,35e6
4806,Unfinished Business,2015,USA,91,English,R,10214013,35e6
4807,Unnatural,2015,USA,89,English,R,NA,3e6
4808,Vaalu,2015,India,155,Tamil,NA,NA,15e7
4809,Vacation,2015,USA,99,English,R,58879132,31e6
4810,Victor Frankenstein,2015,USA,110,English,PG-13,5773519,4e7
4811,Victor Frankenstein,2015,USA,110,English,PG-13,5773519,4e7
4812,Victor Frankenstein,2015,USA,110,English,PG-13,5773519,4e7
4813,Walter,2015,USA,94,English,NA,NA,7e5
4814,We Are Your Friends,2015,UK,96,English,R,3590010,2e6
4815,Western Religion,2015,USA,105,English,NA,NA,25e4
4816,Wild Card,2015,USA,92,English,R,NA,3e7
4817,Wind Walkers,2015,USA,93,English,R,NA,2e6
4818,Windsor Drive,2015,USA,90,English,NA,NA,1e5
4819,Woman in Gold,2015,UK,109,English,PG-13,33305037,11e6
4820,Zipper,2015,USA,103,English,R,NA,45e5
4821,10 Cloverfield Lane,2016,USA,104,English,PG-13,71897215,15e6
4822,13 Hours,2016,USA,144,English,R,52822418,5e7
4823,A Beginner's Guide to Snuff,2016,USA,87,English,NA,NA,NA
4824,Airlift,2016,India,130,Hindi,NA,NA,44e5
4825,Alice Through the Looking Glass,2016,USA,113,English,PG,76846624,17e7
4826,Allegiant,2016,USA,120,English,PG-13,66002193,11e7
4827,Alleluia! The Devil's Carnival,2016,USA,97,English,NA,NA,5e5
4828,Antibirth,2016,USA,94,English,NA,NA,35e5
4829,Bad Moms,2016,USA,100,English,R,55461307,2e7
4830,Bad Moms,2016,USA,100,English,R,55461307,2e7
4831,Batman v Superman: Dawn of Justice,2016,USA,183,English,PG-13,330249062,25e7
4832,Ben-Hur,2016,USA,141,English,PG-13,NA,NA
4833,Ben-Hur,2016,USA,141,English,PG-13,NA,1e8
4834,Ben-Hur,2016,USA,141,English,PG-13,NA,1e8
4835,Cabin Fever,2016,USA,99,English,Not Rated,NA,NA
4836,Captain America: Civil War,2016,USA,147,English,PG-13,407197282,25e7
4837,Central Intelligence,2016,USA,107,English,PG-13,126088877,5e7
4838,Code of Honor,2016,USA,106,English,R,NA,8e6
4839,Compadres,2016,Mexico,101,English,R,3105269,3e6
4840,Criminal,2016,UK,113,English,R,14268533,315e5
4841,Deadpool,2016,USA,108,English,R,363024263,58e6
4842,Dirty Grandpa,2016,USA,109,English,R,35537564,115e5
4843,Eddie the Eagle,2016,UK,106,English,PG-13,15785632,23e6
4844,Eddie the Eagle,2016,UK,106,English,PG-13,15785632,23e6
4845,Fifty Shades of Black,2016,USA,92,English,R,11675178,5e6
4846,Fight to the Finish,2016,USA,94,English,PG-13,NA,15e4
4847,Fight Valley,2016,USA,90,English,NA,NA,27e6
4848,Florence Foster Jenkins,2016,UK,110,English,PG-13,NA,29e6
4849,Free State of Jones,2016,USA,139,English,R,20389967,5e7
4850,Ghostbusters,2016,USA,116,English,PG-13,118099659,144e6
4851,Ghostbusters,2016,USA,116,English,PG-13,118099659,144e6
4852,God's Not Dead 2,2016,USA,120,English,PG,20773070,5e6
4853,Gods of Egypt,2016,USA,126,English,PG-13,31141074,14e7
4854,Godzilla Resurgence,2016,Japan,120,Japanese,NA,NA,NA
4855,Godzilla Resurgence,2016,Japan,120,Japanese,NA,NA,NA
4856,"Hail, Caesar!",2016,UK,106,English,PG-13,29997095,22e6
4857,Hands of Stone,2016,Panama,105,English,R,NA,2e7
4858,How to Be Single,2016,USA,110,English,R,46813366,38e6
4859,I Am Wrath,2016,USA,92,English,R,NA,18e6
4860,Independence Day: Resurgence,2016,USA,120,English,PG-13,102315545,165e6
4861,Indignation,2016,USA,110,Hebrew,R,560512,NA
4862,Irreplaceable,2016,France,102,French,NA,NA,NA
4863,Jane Got a Gun,2016,USA,98,English,R,1512815,25e6
4864,Jason Bourne,2016,UK,123,English,PG-13,108521835,12e7
4865,Keanu,2016,USA,100,English,R,20566327,15e6
4866,Kickboxer: Vengeance,2016,USA,90,NA,NA,NA,17e6
4867,Kicks,2016,USA,80,English,R,NA,NA
4868,Kung Fu Panda 3,2016,USA,95,English,PG,143523463,145e6
4869,Lights Out,2016,USA,81,English,PG-13,56536016,49e5
4870,London Has Fallen,2016,UK,99,English,R,62401264,6e7
4871,Me Before You,2016,UK,110,English,PG-13,56154094,2e7
4872,Midnight Special,2016,Greece,112,English,PG-13,3707794,18e6
4873,Miracles from Heaven,2016,USA,109,English,PG,61693523,13e6
4874,Misconduct,2016,USA,106,English,R,NA,11e6
4875,Money Monster,2016,USA,98,English,R,41008532,27e6
4876,Mr. Church,2016,USA,104,English,PG-13,NA,8e6
4877,My Big Fat Greek Wedding 2,2016,USA,94,English,PG-13,59573085,18e6
4878,Neighbors 2: Sorority Rising,2016,USA,92,English,R,55291815,35e6
4879,Nerve,2016,USA,96,English,PG-13,28876924,2e7
4880,Now You See Me 2,2016,USA,129,English,PG-13,64685359,9e7
4881,Operation Chromite,2016,South Korea,115,English,NA,31662,1262e4
4882,Our Kind of Traitor,2016,UK,108,English,R,3108216,NA
4883,Pete's Dragon,2016,USA,102,English,PG,NA,65e6
4884,Pride and Prejudice and Zombies,2016,USA,108,English,PG-13,10907291,28e6
4885,Race,2016,Canada,134,English,PG-13,19097994,NA
4886,Restoration,2016,USA,92,English,NA,NA,NA
4887,Ride Along 2,2016,USA,102,English,PG-13,90835030,4e7
4888,Risen,2016,USA,107,English,PG-13,36874745,2e7
4889,Rodeo Girl,2016,USA,108,English,PG,NA,5e5
4890,Sausage Party,2016,USA,89,English,R,NA,19e6
4891,Star Trek Beyond,2016,USA,122,English,PG-13,130468626,185e6
4892,Suicide Squad,2016,USA,123,English,PG-13,161087183,175e6
4893,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,USA,112,English,PG-13,81638674,135e6
4894,The 5th Wave,2016,USA,112,English,PG-13,34912982,38e6
4895,The Angry Birds Movie,2016,USA,97,English,PG,107225164,73e6
4896,The BFG,2016,UK,117,English,PG,52792307,14e7
4897,The Birth of a Nation,2016,USA,120,English,R,NA,1e7
4898,The Boss,2016,USA,99,English,R,63034755,29e6
4899,The Boy,2016,USA,97,English,PG-13,35794166,1e7
4900,The Conjuring 2,2016,USA,134,English,R,102310175,4e7
4901,The Dog Lover,2016,USA,101,English,PG,NA,2e6
4902,The Finest Hours,2016,USA,117,English,PG-13,27550735,NA
4903,The Forest,2016,USA,93,English,PG-13,26583369,1e7
4904,The Huntsman: Winter's War,2016,USA,120,English,PG-13,47952020,115e6
4905,The Infiltrator,2016,UK,127,English,R,14946229,25e6
4906,The Jungle Book,2016,UK,106,English,PG,362645141,175e6
4907,The Jungle Book,2016,UK,106,English,PG,362645141,175e6
4908,The Legend of Tarzan,2016,USA,110,English,PG-13,124051759,18e7
4909,The Legend of Tarzan,2016,USA,110,English,PG-13,124051759,18e7
4910,The Little Ponderosa Zoo,2016,USA,84,English,NA,NA,5e5
4911,The Masked Saint,2016,Canada,105,English,PG-13,123777,35e5
4912,The Neon Demon,2016,France,118,English,R,1330827,7e6
4913,The Perfect Match,2016,USA,96,English,R,9658370,5e6
4914,The Purge: Election Year,2016,France,109,English,R,78845130,1e7
4915,The Secret Life of Pets,2016,Japan,87,English,PG,323505540,75e6
4916,The Shallows,2016,USA,86,English,PG-13,54257433,17e6
4917,The Veil,2016,USA,93,English,R,NA,4e6
4918,The Wailing,2016,South Korea,156,Korean,Not Rated,770629,NA
4919,The Young Messiah,2016,USA,111,English,PG-13,6462576,185e5
4920,Triple 9,2016,USA,115,English,R,12626905,2e7
4921,Two Lovers and a Bear,2016,Canada,96,English,NA,NA,87e5
4922,Warcraft,2016,USA,123,English,PG-13,46978995,16e7
4923,X-Men: Apocalypse,2016,USA,144,English,PG-13,154985087,178e6
4924,Xi you ji zhi: Sun Wukong san da Baigu Jing,2016,China,119,English,NA,NA,68005e3
4925,Yoga Hosers,2016,USA,88,English,PG-13,NA,5e6
4926,Zoolander 2,2016,USA,102,English,PG-13,28837115,5e7
4927,"10,000 B.C.",NA,NA,22,NA,NA,NA,NA
4928,A Touch of Frost,NA,UK,105,English,NA,NA,NA
4929,Anger Management,NA,USA,22,English,NA,NA,NA
4930,Animal Kingdom,NA,USA,60,English,NA,NA,NA
4931,BrainDead,NA,USA,44,English,NA,NA,NA
4932,Carlos,NA,France,334,English,Not Rated,145118,NA
4933,Creature,NA,USA,173,English,NA,NA,NA
4934,Deadline Gallipoli,NA,Australia,197,English,NA,NA,15e6
4935,Del 1 - Män som hatar kvinnor,NA,Sweden,88,Swedish,NA,NA,NA
4936,Emma,NA,UK,240,English,NA,NA,NA
4937,Fired Up,NA,USA,30,English,NA,NA,NA
4938,Get Real,NA,USA,60,English,NA,NA,NA
4939,Ghost Hunters,NA,USA,60,English,NA,NA,NA
4940,Hit the Floor,NA,USA,60,English,NA,NA,NA
4941,In the Heat of the Night,NA,USA,60,English,NA,NA,NA
4942,Jesse,NA,USA,30,English,NA,NA,NA
4943,Life,NA,USA,45,English,NA,NA,NA
4944,Lovesick,NA,UK,24,English,NA,NA,NA
4945,Meet the Browns,NA,USA,30,English,NA,NA,NA
4946,Nikita,NA,USA,60,English,NA,NA,NA
4947,Rogue,NA,USA,50,English,NA,NA,NA
4948,Secrets and Lies,NA,USA,43,English,NA,NA,NA
4949,Space: Above and Beyond,NA,USA,60,English,NA,NA,5e6
